SERIALNO,PUMA,HINCP,WGTP,NP,state
2021HU0531143,100,126680,3,3,15
2021HU0531275,100,53870,3,3,15
2021HU0531746,100,-60000,11,0,15
2021HU0531915,200,45700,21,2,15
2021HU0532394,304,30420,10,2,15
2021HU0532400,100,70800,8,2,15
2021HU0533037,304,9800,12,1,15
2021HU0533416,308,338000,26,5,15
2021HU0533520,100,143800,7,2,15
2021HU0534620,304,38000,12,1,15
2021HU0534677,200,8800,8,1,15
2021HU0535470,308,80350,26,5,15
2021HU0535494,200,112000,25,2,15
2021HU0535824,304,163500,8,1,15
2021HU0536259,302,215400,21,5,15
2021HU0536279,303,20730,15,1,15
2021HU0536431,301,60000,7,1,15
2021HU0536722,100,24500,28,1,15
2021HU0537004,100,415920,4,2,15
2021HU0537354,100,111000,8,2,15
2021HU0537633,100,15700,19,1,15
2021HU0537934,303,26000,12,1,15
2021HU0538391,308,158000,24,5,15
2021HU0538418,305,61600,10,3,15
2021HU0538557,303,20000,11,1,15
2021HU0538761,303,151000,13,2,15
2021HU0538958,100,-60000,2,0,15
2021HU0539078,200,77300,120,1,15
2021HU0539173,302,114000,4,2,15
2021HU0539376,303,136200,15,7,15
2021HU0539608,100,161300,28,2,15
2021HU0540158,305,-60000,4,0,15
2021HU0540341,100,64900,4,2,15
2021HU0540751,306,-60000,12,0,15
2021HU0540793,307,202400,12,5,15
2021HU0541252,303,115000,16,2,15
2021HU0541390,200,-60000,38,0,15
2021HU0541761,302,90000,14,1,15
2021HU0542058,100,56550,9,1,15
2021HU0542154,305,131000,19,4,15
2021HU0542159,200,33250,24,5,15
2021HU0542826,305,24800,17,3,15
2021HU0543332,306,126200,18,2,15
2021HU0543900,301,110000,8,5,15
2021HU0544160,100,78000,54,9,15
2021HU0544754,200,90000,20,1,15
2021HU0545363,200,69000,50,5,15
2021HU0545628,304,62000,16,3,15
2021HU0545703,200,129800,4,2,15
2021HU0545801,100,50000,10,2,15
2021HU0545905,304,59510,15,1,15
2021HU0545930,305,293000,14,5,15
2021HU0545953,200,0,23,1,15
2021HU0546758,307,61000,25,2,15
2021HU0547267,200,-60000,14,0,15
2021HU0547692,304,36500,78,1,15
2021HU0547843,305,542000,28,4,15
2021HU0548051,200,46700,5,2,15
2021HU0548159,308,93800,5,4,15
2021HU0548606,302,94360,12,4,15
2021HU0548721,200,-60000,8,0,15
2021HU0548840,307,97000,33,4,15
2021HU0548904,303,14000,12,1,15
2021HU0548942,200,38000,7,3,15
2021HU0549427,200,-60000,3,0,15
2021HU0549669,308,100600,17,4,15
2021HU0550461,200,41450,34,2,15
2021HU0551019,301,185800,6,7,15
2021HU0551547,100,-60000,11,0,15
2021HU0551573,304,200000,16,1,15
2021HU0551624,301,32100,2,1,15
2021HU0551810,302,555420,18,3,15
2021HU0551979,301,-60000,7,0,15
2021HU0552243,100,100300,23,5,15
2021HU0552282,100,426630,13,10,15
2021HU0552366,100,-60000,21,0,15
2021HU0553623,308,90000,42,3,15
2021HU0553862,200,-60000,3,0,15
2021HU0555253,307,347400,32,1,15
2021HU0555505,100,50000,5,3,15
2021HU0555558,302,249000,6,3,15
2021HU0555800,302,42000,32,1,15
2021HU0555844,200,104000,49,5,15
2021HU0556114,303,190700,10,2,15
2021HU0556136,303,326000,8,2,15
2021HU0556289,302,216300,4,2,15
2021HU0556295,308,131200,12,6,15
2021HU0556618,200,74900,58,4,15
2021HU0556886,302,204250,13,2,15
2021HU0556892,100,-60000,23,0,15
2021HU0557102,100,49300,26,2,15
2021HU0557255,304,-60000,18,0,15
2021HU0557665,305,253000,14,4,15
2021HU0557888,200,44300,4,4,15
2021HU0557898,302,24140,4,1,15
2021HU0558136,100,-60000,11,0,15
2021HU0558152,305,92000,16,1,15
2021HU0558799,301,40000,16,4,15
2021HU0558924,200,-60000,3,0,15
2021HU0559067,308,49000,31,1,15
2021HU0559077,200,85200,70,2,15
2021HU0559568,304,-60000,38,0,15
2021HU0560418,304,-60000,38,0,15
2021HU0560629,301,9400,7,4,15
2021HU0560669,200,100000,12,2,15
2021HU0560783,301,90000,21,1,15
2021HU0561161,301,63480,4,1,15
2021HU0561480,308,142060,12,4,15
2021HU0561756,301,0,2,2,15
2021HU0562155,307,206800,15,4,15
2021HU0562190,303,231600,19,5,15
2021HU0562217,305,134700,8,2,15
2021HU0562232,304,153100,17,2,15
2021HU0562471,100,76600,75,1,15
2021HU0562588,200,232400,90,2,15
2021HU0562799,200,138000,24,2,15
2021HU0562989,200,110000,11,2,15
2021HU0563045,100,-60000,15,0,15
2021HU0563453,303,35300,16,3,15
2021HU0563782,308,125000,40,2,15
2021HU0563887,306,26000,18,1,15
2021HU0564459,100,102000,9,2,15
2021HU0564531,302,240000,16,4,15
2021HU0564942,200,9100,71,2,15
2021HU0565400,100,166000,32,4,15
2021HU0566162,307,0,37,1,15
2021HU0566694,304,-60000,20,0,15
2021HU0566827,200,7300,8,1,15
2021HU0567307,304,181450,8,2,15
2021HU0567388,304,128600,32,2,15
2021HU0567767,301,55000,68,4,15
2021HU0567972,307,96000,13,3,15
2021HU0568048,200,45000,9,1,15
2021HU0568193,303,90000,36,1,15
2021HU0568723,308,111900,26,3,15
2021HU0569348,307,182000,10,2,15
2021HU0570316,305,22600,40,3,15
2021HU0570382,100,203000,9,1,15
2021HU0570632,100,80000,12,2,15
2021HU0570641,100,83000,15,2,15
2021HU0571299,200,12900,6,2,15
2021HU0571732,307,148000,9,2,15
2021HU0572097,303,964000,15,2,15
2021HU0572383,200,230000,16,4,15
2021HU0572500,307,100800,42,4,15
2021HU0572588,100,76900,61,6,15
2021HU0572958,305,30000,39,3,15
2021HU0573232,306,105600,16,2,15
2021HU0573293,307,102000,34,4,15
2021HU0573333,303,136200,20,2,15
2021HU0573518,305,136500,12,4,15
2021HU0574330,100,-60000,12,0,15
2021HU0575066,200,35700,4,2,15
2021HU0575116,200,30200,36,2,15
2021HU0575315,100,195630,5,2,15
2021HU0575763,303,215900,7,2,15
2021HU0576287,304,-60000,22,0,15
2021HU0576793,100,97200,37,2,15
2021HU0577045,100,-60000,20,0,15
2021HU0577101,303,139000,11,3,15
2021HU0577296,200,50400,6,2,15
2021HU0577379,100,-60000,22,0,15
2021HU0577523,200,0,29,1,15
2021HU0578010,305,9500,17,1,15
2021HU0578083,306,50000,13,3,15
2021HU0578195,100,39200,59,3,15
2021HU0578249,302,37000,21,3,15
2021HU0578365,308,100000,23,5,15
2021HU0578595,308,120000,13,1,15
2021HU0578854,308,248100,16,4,15
2021HU0578900,301,15300,4,1,15
2021HU0579141,307,157500,14,6,15
2021HU0579220,302,-60000,23,0,15
2021HU0579326,302,25000,8,1,15
2021HU0579356,200,65000,29,2,15
2021HU0579550,305,372800,24,2,15
2021HU0579635,100,115000,26,2,15
2021HU0579692,307,-60000,44,0,15
2021HU0579753,304,4500,22,1,15
2021HU0579829,304,50800,37,1,15
2021HU0579855,100,45000,7,5,15
2021HU0580041,308,6200,6,1,15
2021HU0581630,305,3300,16,3,15
2021HU0581879,303,200000,46,3,15
2021HU0581947,302,135900,14,2,15
2021HU0582409,308,632800,14,5,15
2021HU0582667,302,120600,13,5,15
2021HU0583038,305,53000,8,5,15
2021HU0583073,306,100000,22,2,15
2021HU0583112,306,160000,8,3,15
2021HU0583115,302,487600,6,5,15
2021HU0583615,302,44000,14,2,15
2021HU0583764,306,2300,8,1,15
2021HU0583837,306,67500,23,2,15
2021HU0583996,301,-60000,9,0,15
2021HU0584599,304,76300,16,4,15
2021HU0584731,305,38360,10,2,15
2021HU0585520,308,226400,13,2,15
2021HU0586090,303,176000,17,3,15
2021HU0586140,306,175000,15,1,15
2021HU0586187,301,34300,19,1,15
2021HU0586491,304,93520,64,1,15
2021HU0586540,100,128700,10,1,15
2021HU0587026,304,165200,21,2,15
2021HU0587204,303,114000,14,3,15
2021HU0587511,100,-60000,4,0,15
2021HU0587818,301,287000,4,2,15
2021HU0587876,100,-60000,6,0,15
2021HU0588277,301,20000,10,1,15
2021HU0588537,307,68400,72,1,15
2021HU0589275,200,228900,18,2,15
2021HU0589445,100,163400,37,4,15
2021HU0589899,304,50000,26,1,15
2021HU0589918,304,265600,9,2,15
2021HU0590049,304,42700,11,1,15
2021HU0590295,100,-60000,7,0,15
2021HU0590606,301,74400,2,1,15
2021HU0590784,100,159000,12,3,15
2021HU0590853,200,72400,21,7,15
2021HU0591194,200,73700,12,2,15
2021HU0591255,302,148000,13,4,15
2021HU0591836,100,-60000,6,0,15
2021HU0591868,302,212080,13,2,15
2021HU0591929,200,107500,32,2,15
2021HU0592171,200,-60000,11,0,15
2021HU0592175,305,134000,28,4,15
2021HU0592187,302,86000,5,2,15
2021HU0592503,200,118000,3,2,15
2021HU0592534,305,95700,20,3,15
2021HU0592906,306,26200,8,2,15
2021HU0594018,302,60800,15,2,15
2021HU0594523,307,50000,27,1,15
2021HU0594671,306,121300,63,7,15
2021HU0594888,100,40800,6,1,15
2021HU0594925,304,-60000,24,0,15
2021HU0595290,302,57200,14,1,15
2021HU0595728,100,67000,7,5,15
2021HU0595765,304,44900,14,2,15
2021HU0595813,100,-60000,9,0,15
2021HU0595853,302,332000,18,4,15
2021HU0595914,303,95000,13,4,15
2021HU0596100,302,157600,4,2,15
2021HU0596139,301,163000,4,3,15
2021HU0596274,301,108500,9,6,15
2021HU0596306,301,178850,8,7,15
2021HU0596369,301,75000,27,3,15
2021HU0596964,100,10700,28,2,15
2021HU0597455,200,363800,25,2,15
2021HU0597688,304,94000,44,2,15
2021HU0597691,304,10260,7,1,15
2021HU0598061,200,199000,43,7,15
2021HU0598402,301,70000,16,4,15
2021HU0598464,303,0,15,1,15
2021HU0598490,306,-60000,16,0,15
2021HU0598561,306,35800,18,2,15
2021HU0598581,200,193000,6,4,15
2021HU0598862,308,79700,42,2,15
2021HU0598944,304,131500,7,4,15
2021HU0599337,200,153400,37,2,15
2021HU0599413,304,78800,13,2,15
2021HU0599492,100,75000,52,1,15
2021HU0600279,308,35000,14,3,15
2021HU0600681,100,24400,45,1,15
2021HU0600773,306,30000,11,3,15
2021HU0601826,304,144200,34,3,15
2021HU0601949,100,162500,25,5,15
2021HU0602069,100,101600,53,2,15
2021HU0602103,200,603300,5,2,15
2021HU0602109,200,86100,8,8,15
2021HU0602207,308,172700,23,3,15
2021HU0602270,306,62400,13,2,15
2021HU0602930,200,10000,4,1,15
2021HU0603322,305,100000,13,1,15
2021HU0603374,100,51000,28,3,15
2021HU0604160,100,-60000,2,0,15
2021HU0605040,100,-60000,13,0,15
2021HU0605323,306,142600,13,4,15
2021HU0605688,305,17700,8,1,15
2021HU0606319,304,38000,23,2,15
2021HU0606883,100,25700,2,2,15
2021HU0606918,304,122500,13,2,15
2021HU0607431,307,80000,12,3,15
2021HU0607602,305,24610,60,1,15
2021HU0607783,100,31700,44,1,15
2021HU0607788,307,48800,20,4,15
2021HU0607939,307,94000,33,2,15
2021HU0608717,307,55500,19,1,15
2021HU0608803,306,69700,29,2,15
2021HU0608809,301,276800,68,7,15
2021HU0608934,302,282000,15,2,15
2021HU0609462,301,111160,12,3,15
2021HU0609970,301,36000,18,1,15
2021HU0610438,200,169600,12,3,15
2021HU0610576,200,12000,40,1,15
2021HU0610730,200,104000,24,3,15
2021HU0610876,100,19000,2,1,15
2021HU0610939,305,163200,6,4,15
2021HU0611889,200,135800,26,2,15
2021HU0612158,302,378960,11,9,15
2021HU0612769,305,135000,5,2,15
2021HU0613112,304,9100,37,1,15
2021HU0613213,200,31800,13,3,15
2021HU0613379,301,-60000,11,0,15
2021HU0613857,304,0,31,3,15
2021HU0613897,302,24400,5,2,15
2021HU0613919,301,-60000,17,0,15
2021HU0614024,200,327000,3,2,15
2021HU0614185,100,174000,17,2,15
2021HU0614355,302,721000,14,2,15
2021HU0614433,100,-60000,52,0,15
2021HU0614820,307,28100,19,5,15
2021HU0615105,303,119000,13,3,15
2021HU0615136,200,108000,4,5,15
2021HU0615161,100,118000,5,5,15
2021HU0615191,302,108600,14,4,15
2021HU0615276,303,180100,8,3,15
2021HU0615450,200,197000,48,2,15
2021HU0615538,301,81700,13,1,15
2021HU0615623,100,53000,18,1,15
2021HU0615668,100,60000,24,5,15
2021HU0615822,305,11000,11,1,15
2021HU0616177,305,10260,14,1,15
2021HU0616240,307,250800,7,5,15
2021HU0616360,100,89000,56,4,15
2021HU0616380,302,135000,21,2,15
2021HU0616399,302,29800,37,1,15
2021HU0616646,200,-60000,12,0,15
2021HU0616830,301,43180,41,2,15
2021HU0616909,100,59000,7,1,15
2021HU0616969,307,199800,11,2,15
2021HU0617061,303,149000,16,2,15
2021HU0617068,302,24000,14,1,15
2021HU0617108,100,52800,6,4,15
2021HU0617190,307,250000,16,5,15
2021HU0617487,308,-60000,26,0,15
2021HU0617524,100,86700,6,2,15
2021HU0617763,306,50000,10,2,15
2021HU0617956,200,-60000,47,0,15
2021HU0617989,308,137500,38,5,15
2021HU0618048,307,83370,8,2,15
2021HU0618134,100,97000,39,2,15
2021HU0618607,301,88500,17,2,15
2021HU0618624,100,237600,28,2,15
2021HU0618661,307,133400,13,2,15
2021HU0618820,306,114100,29,2,15
2021HU0619228,301,40100,15,4,15
2021HU0619538,308,90000,24,3,15
2021HU0619857,100,100000,5,4,15
2021HU0620110,100,32200,8,7,15
2021HU0620797,100,-60000,15,0,15
2021HU0621095,200,150500,8,8,15
2021HU0621225,301,78900,7,2,15
2021HU0621424,301,-60000,14,0,15
2021HU0621429,304,70000,29,1,15
2021HU0621503,308,55000,31,1,15
2021HU0621588,200,70000,3,2,15
2021HU0621762,301,50000,44,1,15
2021HU0621806,308,61300,14,4,15
2021HU0621981,100,120100,23,2,15
2021HU0622261,200,10500,16,1,15
2021HU0622487,304,107200,3,3,15
2021HU0622552,308,496240,7,2,15
2021HU0622829,200,92750,17,5,15
2021HU0622967,302,96800,43,3,15
2021HU0623175,303,500,14,2,15
2021HU0623386,301,92000,3,3,15
2021HU0623423,200,38100,28,1,15
2021HU0623922,306,94800,12,2,15
2021HU0623991,200,54900,9,4,15
2021HU0624352,303,39000,15,2,15
2021HU0624599,306,109000,9,4,15
2021HU0624634,100,83500,8,2,15
2021HU0624670,308,120000,46,2,15
2021HU0624715,301,162000,1,4,15
2021HU0625301,307,34800,11,1,15
2021HU0625963,200,180000,12,2,15
2021HU0626042,307,120000,33,2,15
2021HU0626443,100,144600,14,7,15
2021HU0626660,100,196400,12,2,15
2021HU0627091,100,160800,11,2,15
2021HU0627172,200,141100,26,2,15
2021HU0627437,100,82100,12,1,15
2021HU0627493,301,88000,11,6,15
2021HU0627560,305,24700,21,4,15
2021HU0627678,302,100000,66,1,15
2021HU0627982,200,38700,4,1,15
2021HU0628007,306,214200,14,4,15
2021HU0628198,308,140400,28,2,15
2021HU0628681,303,102700,7,2,15
2021HU0629285,100,128000,21,2,15
2021HU0629337,200,13900,12,5,15
2021HU0629548,100,30000,4,1,15
2021HU0629607,304,43000,35,2,15
2021HU0629774,306,202400,7,3,15
2021HU0629780,303,96300,14,2,15
2021HU0629865,304,-60000,37,0,15
2021HU0630127,100,-60000,6,0,15
2021HU0630595,200,-60000,68,0,15
2021HU0631021,302,55000,35,3,15
2021HU0631229,303,31000,23,2,15
2021HU0631288,200,42900,37,4,15
2021HU0631895,308,139300,30,2,15
2021HU0632009,305,31500,12,2,15
2021HU0632096,100,109000,7,5,15
2021HU0632142,100,-60000,37,0,15
2021HU0632216,301,65000,4,1,15
2021HU0632406,200,82400,19,2,15
2021HU0632630,200,70000,18,2,15
2021HU0632759,303,106500,9,3,15
2021HU0633161,100,-60000,54,0,15
2021HU0633321,304,3000,64,1,15
2021HU0633650,304,31000,74,1,15
2021HU0634049,304,40000,15,1,15
2021HU0634222,305,28900,11,1,15
2021HU0634229,100,-60000,37,0,15
2021HU0634690,306,210600,9,5,15
2021HU0635251,307,48000,73,4,15
2021HU0635636,307,39090,15,2,15
2021HU0635920,308,121400,13,2,15
2021HU0636182,200,194000,31,4,15
2021HU0636278,308,147000,20,3,15
2021HU0637261,200,146100,15,8,15
2021HU0637544,100,20600,19,1,15
2021HU0637682,305,120400,22,2,15
2021HU0637706,308,215000,4,2,15
2021HU0638287,200,65900,5,1,15
2021HU0638563,303,144430,20,3,15
2021HU0638832,100,87300,2,6,15
2021HU0638837,305,213100,12,5,15
2021HU0639057,304,56300,49,2,15
2021HU0639568,301,-60000,9,0,15
2021HU0640063,100,36700,20,3,15
2021HU0640919,307,41500,8,1,15
2021HU0642062,302,45500,13,3,15
2021HU0642127,200,88100,95,3,15
2021HU0642179,305,88800,9,2,15
2021HU0642309,100,50000,14,2,15
2021HU0643265,100,78800,25,8,15
2021HU0643686,100,529000,4,4,15
2021HU0643819,307,145150,11,2,15
2021HU0644680,306,148000,38,4,15
2021HU0644813,304,195000,24,4,15
2021HU0644826,200,647800,5,2,15
2021HU0644885,304,12000,14,1,15
2021HU0644951,306,70500,13,2,15
2021HU0645485,308,181400,4,6,15
2021HU0646243,305,23000,17,3,15
2021HU0646374,308,158400,28,4,15
2021HU0646506,303,120000,8,3,15
2021HU0646851,100,180100,8,8,15
2021HU0646939,306,-60000,34,0,15
2021HU0646945,303,-60000,37,0,15
2021HU0647330,307,363200,11,2,15
2021HU0647609,302,264000,54,4,15
2021HU0647622,301,24170,91,5,15
2021HU0647731,200,58000,65,2,15
2021HU0647915,302,0,50,1,15
2021HU0648094,302,54000,12,1,15
2021HU0648904,305,226100,13,4,15
2021HU0649286,100,196900,20,2,15
2021HU0649510,303,185000,35,2,15
2021HU0649982,100,-60000,71,0,15
2021HU0650363,200,47000,13,1,15
2021HU0650545,200,14700,30,6,15
2021HU0650760,100,76500,8,1,15
2021HU0650946,307,58100,15,1,15
2021HU0650998,100,189000,7,2,15
2021HU0651283,100,-60000,14,0,15
2021HU0651737,306,118500,16,5,15
2021HU0652166,200,38200,51,1,15
2021HU0652203,100,32700,96,1,15
2021HU0652632,200,200000,16,5,15
2021HU0652870,100,-60000,42,0,15
2021HU0653691,305,71800,9,2,15
2021HU0653914,304,190000,14,2,15
2021HU0656073,302,119300,17,3,15
2021HU0656103,301,72300,29,5,15
2021HU0657039,100,35500,4,4,15
2021HU0657199,100,200000,18,2,15
2021HU0658002,200,84300,3,4,15
2021HU0658164,200,206500,91,8,15
2021HU0658180,100,-60000,13,0,15
2021HU0658517,307,44420,13,2,15
2021HU0659038,307,145200,7,2,15
2021HU0659076,301,156000,6,1,15
2021HU0659825,304,42700,7,1,15
2021HU0659904,200,13200,3,1,15
2021HU0660031,200,51000,25,4,15
2021HU0660041,307,3014,13,5,15
2021HU0660229,200,22800,7,1,15
2021HU0660419,306,108000,80,4,15
2021HU0660514,301,407000,5,1,15
2021HU0660934,307,100000,15,1,15
2021HU0662354,100,64800,36,5,15
2021HU0662382,305,101100,3,5,15
2021HU0663018,304,22500,11,1,15
2021HU0663494,301,-60000,16,0,15
2021HU0663570,307,122530,19,2,15
2021HU0663665,304,150100,16,3,15
2021HU0663702,303,60200,12,2,15
2021HU0663871,200,-60000,7,0,15
2021HU0664296,308,111500,24,2,15
2021HU0665517,307,144000,8,4,15
2021HU0665525,306,106270,8,2,15
2021HU0665582,306,139600,5,2,15
2021HU0665747,304,134000,15,3,15
2021HU0665784,305,407000,12,2,15
2021HU0665971,303,98800,14,5,15
2021HU0666205,304,-60000,35,0,15
2021HU0666212,301,-60000,16,0,15
2021HU0666649,306,90800,12,5,15
2021HU0666681,306,50000,17,7,15
2021HU0666938,100,47200,61,2,15
2021HU0667566,304,190200,8,2,15
2021HU0667671,100,45000,7,1,15
2021HU0667913,301,49000,7,2,15
2021HU0668210,304,-60000,22,0,15
2021HU0668316,307,101000,6,2,15
2021HU0668394,306,70000,11,2,15
2021HU0668663,308,231000,22,4,15
2021HU0668858,100,198400,11,6,15
2021HU0669057,307,72400,8,4,15
2021HU0669122,100,-60000,26,0,15
2021HU0669181,303,48000,13,2,15
2021HU0669705,100,-60000,2,0,15
2021HU0670640,100,19000,11,1,15
2021HU0671527,302,176200,20,2,15
2021HU0671679,100,42000,23,1,15
2021HU0671684,100,180150,7,3,15
2021HU0671910,303,1119700,14,2,15
2021HU0672023,304,123800,9,5,15
2021HU0672073,305,89400,19,4,15
2021HU0672232,306,64000,3,1,15
2021HU0672935,100,131200,2,2,15
2021HU0673058,305,53000,18,1,15
2021HU0673091,307,102000,12,2,15
2021HU0673283,100,-60000,10,0,15
2021HU0673533,200,188400,13,4,15
2021HU0674258,307,105300,9,3,15
2021HU0674613,302,150000,18,3,15
2021HU0674651,303,115000,17,1,15
2021HU0674757,303,108100,4,3,15
2021HU0675001,100,304900,21,10,15
2021HU0675399,303,11510,13,1,15
2021HU0675591,304,1600,25,1,15
2021HU0675919,308,90000,20,4,15
2021HU0676283,301,62800,5,2,15
2021HU0676744,302,231500,15,4,15
2021HU0676917,307,171300,13,8,15
2021HU0677045,100,14000,15,1,15
2021HU0677343,306,61000,18,4,15
2021HU0677614,302,146000,23,2,15
2021HU0677653,100,45700,79,2,15
2021HU0677757,304,70000,27,2,15
2021HU0677959,100,55000,26,2,15
2021HU0678052,100,-60000,43,0,15
2021HU0678207,100,80000,10,2,15
2021HU0678563,305,263000,14,5,15
2021HU0678939,302,87800,14,2,15
2021HU0679125,302,80000,12,1,15
2021HU0679149,200,-60000,74,0,15
2021HU0679261,200,-60000,3,0,15
2021HU0679402,302,75500,8,2,15
2021HU0679495,302,109500,19,3,15
2021HU0679561,304,348000,18,4,15
2021HU0680238,200,900,4,4,15
2021HU0680274,308,130420,36,3,15
2021HU0680399,303,254000,17,2,15
2021HU0680481,301,10300,53,5,15
2021HU0680756,307,104000,26,3,15
2021HU0680891,307,94000,69,3,15
2021HU0681005,308,121000,18,4,15
2021HU0681136,303,-60000,8,0,15
2021HU0681179,307,7700,44,2,15
2021HU0681310,306,372800,7,2,15
2021HU0681430,303,161200,17,2,15
2021HU0681606,100,12500,12,1,15
2021HU0682039,305,190900,16,1,15
2021HU0682254,302,17900,16,1,15
2021HU0682853,302,87000,9,2,15
2021HU0683018,306,119700,14,2,15
2021HU0683058,200,216000,16,5,15
2021HU0684310,305,343000,14,3,15
2021HU0684526,200,15600,13,1,15
2021HU0685156,100,77040,16,2,15
2021HU0685442,200,10820,21,1,15
2021HU0685562,100,287000,14,2,15
2021HU0685698,200,55500,29,2,15
2021HU0685956,307,11400,11,1,15
2021HU0686029,306,71800,12,1,15
2021HU0686186,308,20000,29,3,15
2021HU0686651,100,90300,2,1,15
2021HU0686954,200,46600,15,1,15
2021HU0687060,306,209000,8,3,15
2021HU0687210,200,13200,4,1,15
2021HU0688310,301,97190,3,4,15
2021HU0688542,302,111400,11,4,15
2021HU0688820,200,9300,52,1,15
2021HU0689220,308,526000,7,1,15
2021HU0689242,305,12800,18,1,15
2021HU0689346,305,94700,4,2,15
2021HU0689557,304,155000,21,2,15
2021HU0689841,100,175870,28,5,15
2021HU0689891,308,99300,13,7,15
2021HU0690345,307,137000,22,5,15
2021HU0690518,100,269000,21,2,15
2021HU0690875,306,88900,21,5,15
2021HU0691333,302,137500,16,5,15
2021HU0692217,100,-60000,25,0,15
2021HU0692566,307,20000,19,2,15
2021HU0692784,305,124000,21,2,15
2021HU0693079,100,234000,14,9,15
2021HU0693578,303,18000,32,1,15
2021HU0693668,200,24840,4,1,15
2021HU0693783,302,104740,19,2,15
2021HU0694025,307,68000,22,2,15
2021HU0694551,100,72000,2,2,15
2021HU0694863,305,94000,9,2,15
2021HU0695318,200,145000,18,4,15
2021HU0695521,200,123400,4,2,15
2021HU0696014,200,110000,6,1,15
2021HU0696220,306,80000,24,4,15
2021HU0696378,305,9500,21,1,15
2021HU0696686,304,31300,15,1,15
2021HU0697140,303,5000,13,3,15
2021HU0697199,304,43000,8,1,15
2021HU0697273,303,236300,7,2,15
2021HU0697376,200,-60000,23,0,15
2021HU0697523,301,-60000,3,0,15
2021HU0698084,303,56800,14,2,15
2021HU0698155,306,14200,37,1,15
2021HU0698438,302,70000,14,3,15
2021HU0698670,100,67000,16,1,15
2021HU0699392,100,119500,69,4,15
2021HU0699419,100,12100,5,1,15
2021HU0699671,200,35800,4,6,15
2021HU0700673,302,190,6,1,15
2021HU0700706,304,137100,3,3,15
2021HU0700883,308,44300,29,4,15
2021HU0701655,301,20000,8,2,15
2021HU0701957,304,128000,48,1,15
2021HU0702166,305,37500,25,1,15
2021HU0702167,305,63300,9,1,15
2021HU0702519,200,80600,12,4,15
2021HU0702875,307,101600,11,4,15
2021HU0703528,304,-60000,6,0,15
2021HU0703707,200,50900,14,2,15
2021HU0704277,306,100000,16,3,15
2021HU0704660,304,68000,18,2,15
2021HU0705555,305,16800,12,1,15
2021HU0705604,304,70500,11,2,15
2021HU0706186,302,73200,21,3,15
2021HU0706343,100,180000,19,3,15
2021HU0706453,305,210000,16,4,15
2021HU0706577,308,132500,11,6,15
2021HU0706707,200,16300,3,1,15
2021HU0707016,200,-60000,11,0,15
2021HU0707257,303,47400,10,1,15
2021HU0707651,306,68000,17,2,15
2021HU0708850,304,24100,15,2,15
2021HU0708887,304,155300,22,1,15
2021HU0708984,100,149000,22,2,15
2021HU0709473,200,215000,6,5,15
2021HU0709577,302,201100,4,5,15
2021HU0709623,302,182000,19,2,15
2021HU0709647,301,215000,9,4,15
2021HU0709763,302,235000,16,3,15
2021HU0709957,307,31900,8,1,15
2021HU0710686,200,70400,6,2,15
2021HU0710725,306,6200,8,1,15
2021HU0710893,301,100000,27,6,15
2021HU0711669,308,38800,9,1,15
2021HU0711941,303,175400,23,2,15
2021HU0711989,305,137000,10,1,15
2021HU0712120,100,272050,18,2,15
2021HU0712239,308,69000,56,4,15
2021HU0712622,303,199700,12,9,15
2021HU0712816,304,67000,30,2,15
2021HU0713300,100,65000,19,2,15
2021HU0713309,304,165000,4,3,15
2021HU0713343,304,70000,12,1,15
2021HU0713454,200,47000,8,1,15
2021HU0713806,305,24300,13,2,15
2021HU0714036,307,109740,11,6,15
2021HU0714552,305,42700,14,1,15
2021HU0714999,306,180010,17,4,15
2021HU0715279,100,158000,4,2,15
2021HU0715289,100,-60000,13,0,15
2021HU0715395,304,44000,55,2,15
2021HU0715781,305,63400,17,2,15
2021HU0716042,200,81700,74,5,15
2021HU0716403,303,101600,13,2,15
2021HU0716817,302,11600,40,2,15
2021HU0716829,302,49000,11,1,15
2021HU0716964,200,198900,25,2,15
2021HU0717749,100,-60000,15,0,15
2021HU0718457,308,110000,16,1,15
2021HU0718659,306,15000,10,1,15
2021HU0719019,304,84500,7,7,15
2021HU0719230,100,375600,18,4,15
2021HU0719388,308,112000,23,3,15
2021HU0720074,100,66000,8,3,15
2021HU0720396,100,23110,12,2,15
2021HU0720437,100,62100,11,2,15
2021HU0720681,305,0,17,1,15
2021HU0720813,304,182000,19,3,15
2021HU0720840,100,57000,10,2,15
2021HU0720958,306,120500,14,2,15
2021HU0721386,304,-60000,25,0,15
2021HU0721582,304,210000,15,4,15
2021HU0721834,100,-60000,10,0,15
2021HU0721853,100,44700,13,2,15
2021HU0722292,304,9500,23,1,15
2021HU0722753,305,-60000,20,0,15
2021HU0723028,302,383000,11,2,15
2021HU0723164,305,104300,10,8,15
2021HU0723745,304,103500,12,2,15
2021HU0723842,303,203400,8,3,15
2021HU0724465,303,65000,16,1,15
2021HU0724732,100,-60000,22,0,15
2021HU0724803,304,197000,18,2,15
2021HU0725252,306,100000,9,4,15
2021HU0727298,304,80900,47,2,15
2021HU0727336,100,-60000,52,0,15
2021HU0727458,308,-60000,22,0,15
2021HU0728168,303,168400,11,2,15
2021HU0728568,304,449500,12,3,15
2021HU0728969,307,100000,51,2,15
2021HU0729263,305,97000,12,2,15
2021HU0729450,305,70500,9,5,15
2021HU0729532,308,120000,27,1,15
