occupation_code,occupation_title,years_available,year_range,avg_employment,avg_mean_wage,avg_median_wage,total_wage_growth,annual_wage_growth
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",3,2021-2024,73.33333333333333,104733.33333333333,105653.33333333333,0.11144735469059794,0.03584863681198036
29-2010,Clinical Laboratory Technologists and Technicians,5,2020-2024,1154.0,65442.0,62082.0,0.1324385510996119,0.03158177624755587
29-2031,Cardiovascular Technologists and Technicians,5,2020-2024,132.0,79482.0,71928.0,0.30211609951386903,0.0682242361975014
29-2032,Diagnostic Medical Sonographers,5,2020-2024,230.0,106910.0,109196.0,0.1425617800531653,0.033879497533856995
29-2033,Nuclear Medicine Technologists,5,2020-2024,40.0,108878.0,112006.0,0.14161220043572983,0.03366461702648982
29-2034,Radiologic Technologists and Technicians,5,2020-2024,668.0,87592.0,90438.0,0.08760091577298469,0.02121548412563512
29-2035,Magnetic Resonance Imaging Technologists,5,2020-2024,118.0,104222.0,106814.0,0.17864583333333334,0.04194748642157142
29-2042,Emergency Medical Technicians,4,2021-2024,550.0,60565.0,54597.5,0.1631294964028777,0.05166161595384411
29-2051,Dietetic Technicians,5,2020-2024,148.0,38716.0,38098.0,0.3061102831594635,0.06904247824791443
29-2052,Pharmacy Technicians,5,2020-2024,1604.0,43120.0,41316.0,0.09030732860520095,0.021850196567937186
29-2053,Psychiatric Technicians,5,2020-2024,1064.0,47906.0,48446.0,0.14330637915543576,0.03404789929929741
29-2055,Surgical Technologists,5,2020-2024,318.0,62682.0,62052.0,0.27228958630527816,0.062053741192809486
29-2056,Veterinary Technologists and Technicians,5,2020-2024,270.0,43420.0,40776.0,0.23587350959046138,0.05437112992554405
29-2057,Ophthalmic Medical Technicians,5,2020-2024,292.0,43984.0,41418.0,0.22033898305084745,0.05104212164783761
29-2061,Licensed Practical and Licensed Vocational Nurses,5,2020-2024,852.0,58554.0,57466.0,0.24704579025110782,0.056745969693787535
29-2072,Medical Records Specialists,4,2021-2024,557.5,60952.5,58912.5,0.17596800581712416,0.05551684529864587
29-2081,"Opticians, Dispensing",5,2020-2024,190.0,54202.0,53922.0,0.16507030772366008,0.03893417798185106
29-2092,Hearing Aid Specialists,3,2022-2024,80.0,75230.0,81230.0,0.35694779116465863,0.1648810201753046
29-2099,"Health Technologists and Technicians, All Other",4,2021-2024,875.0,60117.5,53082.5,-0.0030839149488719364,-0.0010290301895405918
29-9021,Health Information Technologists and Medical Registrars,4,2021-2024,305.0,63112.5,51645.0,0.10442160221895905,0.03366139727906514
29-9091,Athletic Trainers,5,2020-2024,156.0,62536.0,65212.0,0.05437921077959577,0.013326052796661436
29-9093,Surgical Assistants,4,2021-2024,72.5,72455.0,66647.5,-0.04217612309383157,-0.014261120447580655
29-9099,"Healthcare Practitioners and Technical Workers, All Other",4,2021-2024,532.5,58652.5,52207.5,0.2072192513368984,0.06478530981749797
31-1120,Home Health and Personal Care Aides,5,2020-2024,7120.0,32722.0,32432.0,0.2617981398553221,0.059857483639922604
31-1131,Nursing Assistants,5,2020-2024,4542.0,41134.0,40234.0,0.17671410090556275,0.04152030084853364
31-1132,Orderlies,5,2020-2024,86.0,43106.0,41514.0,0.05324865657059111,0.013054309728378177
31-2011,Occupational Therapy Assistants,5,2020-2024,64.0,66106.0,63138.0,0.058210682983297506,0.014245373622916668
31-2021,Physical Therapist Assistants,5,2020-2024,230.0,61700.0,60698.0,0.0847810979847116,0.020552914438906944
31-2022,Physical Therapist Aides,5,2020-2024,130.0,39306.0,36900.0,0.06515957446808511,0.01590633584698664
31-9011,Massage Therapists,5,2020-2024,1110.0,79395.0,61722.5,1.4183350895679663,0.24703636837910636
31-9091,Dental Assistants,5,2020-2024,1548.0,39814.0,40330.0,0.15329865863673692,0.03629987728954687
31-9092,Medical Assistants,5,2020-2024,3726.0,44978.0,43600.0,0.23439427584505304,0.05405549044564184
31-9093,Medical Equipment Preparers,5,2020-2024,268.0,49844.0,49556.0,0.10870041639272408,0.02613275923240921
31-9094,Medical Transcriptionists,5,2020-2024,44.0,45858.0,46160.0,0.12073368934293012,0.028905779606782644
31-9095,Pharmacy Aides,5,2020-2024,92.5,41160.0,36164.0,0.2650933040614709,0.060548756950884686
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,5,2020-2024,474.0,37390.0,36376.0,0.17349685910858512,0.04080766732207963
31-9097,Phlebotomists,3,2022-2024,410.0,46880.0,43490.0,0.058397365532382,0.028784411590874637
31-9099,"Healthcare Support Workers, All Other",5,2020-2024,1614.0,45512.0,45710.0,0.04828205704019762,0.011857926343505243
33-1011,First-Line Supervisors of Correctional Officers,4,2021-2024,60.0,88885.0,85785.0,0.11450471698113207,0.03679756917737986
33-1012,First-Line Supervisors of Police and Detectives,5,2020-2024,654.0,124668.0,131986.0,0.12038536959672606,0.028825825291891816
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,3,2020-2022,476.6666666666667,109336.66666666667,105440.0,0.08281206236579218,0.04058255913012121
33-1091,First-Line Supervisors of Security Workers,4,2021-2024,552.5,58102.5,55542.5,0.06576670128071997,0.021458474019654616
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",4,2021-2024,200.0,70272.5,70447.5,0.10978375926205958,0.035331565225446004
33-2011,Firefighters,3,2020-2022,1790.0,69670.0,64670.0,0.06254556057734363,0.03079850629370995
33-3011,Bailiffs,4,2021-2024,42.5,47400.0,46135.0,0.06705227077977721,0.02186901672016317
33-3012,Correctional Officers and Jailers,5,2020-2024,1320.0,64484.0,62300.0,0.10837755266119956,0.02605804625491137
33-3021,Detectives and Criminal Investigators,5,2020-2024,432.0,117904.0,108476.0,0.1042863455589925,0.02510989481846737
33-3031,Fish and Game Wardens,4,2021-2024,82.5,75265.0,73357.5,0.050599751826830276,0.016589839210119584
33-3041,Parking Enforcement Workers,4,2020-2023,30.0,39940.0,38510.0,0.156283280085197,0.04959418333710164
33-3051,Police and Sheriff's Patrol Officers,5,2020-2024,2406.0,86606.0,84374.0,0.12975693591946968,0.030970536629611134
33-9021,Private Detectives and Investigators,5,2020-2024,54.0,60914.0,57690.0,-0.02575107296137339,-0.006500886232213454
33-9032,Security Guards,5,2020-2024,9220.0,38266.0,37354.0,0.22448402601074358,0.05193348802115616
33-9091,Crossing Guards and Flaggers,4,2021-2024,177.5,40412.5,41597.5,0.6120745022479126,0.17254189662675956
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",5,2020-2024,664.0,51636.0,51194.0,0.15548902195608783,0.036791566582986324
33-9093,Transportation Security Screeners,5,2020-2024,1032.0,52448.0,51460.0,0.3951458377687886,0.0868131934876426
33-9099,"Protective Service Workers, All Other",3,2021-2024,153.33333333333334,52060.0,43973.333333333336,0.7927840078010726,0.21481269904317535
35-1011,Chefs and Head Cooks,5,2020-2024,804.0,84772.0,81608.0,0.2500337154416723,0.05737839331628014
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,5,2020-2024,6648.0,48348.0,44444.0,0.15027027027027026,0.03561891458036781
35-2011,"Cooks, Fast Food",5,2020-2024,818.0,34876.0,35522.0,0.36245733788395906,0.080390428691
35-2012,"Cooks, Institution and Cafeteria",5,2020-2024,980.0,45488.0,43262.0,0.17626404494382023,0.04142069941072446
35-2013,"Cooks, Private Household",3,2021-2023,,52406.666666666664,53510.0,0.20688199282246147,0.098581809799553
35-2014,"Cooks, Restaurant",5,2020-2024,9794.0,41976.0,39080.0,0.25351731601731603,0.058114301625740605
35-2015,"Cooks, Short Order",5,2020-2024,880.0,40276.0,38730.0,0.32323820617355853,0.07253014616342712
35-2019,"Cooks, All Other",5,2020-2024,288.0,39850.0,37550.0,-0.08164206642066421,-0.021066939941950524
35-2021,Food Preparation Workers,5,2020-2024,5150.0,36858.0,33828.0,0.2932542161149282,0.06640206094248358
35-3011,Bartenders,5,2020-2024,3044.0,54268.0,50146.0,0.1853262669758198,0.043420769356869116
35-3023,Fast Food and Counter Workers,5,2020-2024,20716.0,30092.0,28484.0,0.23275236020334059,0.053704805465342176
35-3031,Waiters and Waitresses,5,2020-2024,12662.0,47790.0,37448.0,-0.004999166805532411,-0.0012521415264202806
35-3041,"Food Servers, Nonrestaurant",5,2020-2024,734.0,37742.0,33918.0,0.2258426966292135,0.05222516941130673
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,5,2020-2024,3900.0,38978.0,34168.0,0.1947355593468194,0.04548534012783079
35-9021,Dishwashers,5,2020-2024,3538.0,35140.0,32132.0,0.2083971805087343,0.04846135086470649
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",5,2020-2024,2286.0,37994.0,34272.0,0.23955119214586254,0.05515464916405888
35-9099,"Food Preparation and Serving Related Workers, All Other",5,2020-2024,226.66666666666666,39366.0,37374.0,1.166906993511175,0.21327728780125876
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,5,2020-2024,1058.0,55924.0,54312.0,0.13875778742684539,0.03301788334575617
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",5,2020-2024,784.0,63050.0,60924.0,0.12763784887678692,0.03048674789966843
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",5,2020-2024,10648.0,36110.0,33710.0,0.11831951986281795,0.02835124065088035
37-2012,Maids and Housekeeping Cleaners,5,2020-2024,9222.0,46090.0,46682.0,0.3090909090909091,0.06965186256777534
37-2021,Pest Control Workers,5,2020-2024,576.0,43068.0,40026.0,0.14851720047449585,0.03522410502800111
37-3011,Landscaping and Groundskeeping Workers,5,2020-2024,7244.0,41126.0,40096.0,0.1202547770700637,0.028795843903160145
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",5,2020-2024,95.0,46496.0,46542.0,0.21745525864182397,0.05042065388337558
37-3013,Tree Trimmers and Pruners,5,2020-2024,183.33333333333334,51410.0,50566.0,0.3734119782214156,0.08255559190803541
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",4,2021-2024,680.0,51980.0,49077.5,0.19306087696892293,0.060606297552057375
39-1022,First-Line Supervisors of Personal Service Workers,4,2021-2024,682.5,55157.5,53162.5,0.16911332941867294,0.053461990621722855
39-2011,Animal Trainers,5,2020-2024,96.0,48752.0,50626.0,0.8274799753542822,0.16268791042847175
39-2021,Animal Caretakers,5,2020-2024,578.0,37638.0,33234.0,0.11690903906472769,0.028026835106444548
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",5,2020-2024,582.0,32526.0,29202.0,0.08428246013667426,0.020435615646358096
39-3091,Amusement and Recreation Attendants,5,2020-2024,2832.0,36354.0,32260.0,0.28842563783447417,0.0654052671495422
39-3092,Costume Attendants,2,2023-2024,50.0,49050.0,54415.0,0.036537263857172514,0.0365372638571726
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",5,2020-2024,168.0,45760.0,44034.0,0.2887112887112887,0.0654643137566735
39-3099,"Entertainment Attendants and Related Workers, All Other",2,2023-2024,200.0,38840.0,39075.0,0.08257372654155495,0.08257372654155493
39-4021,Funeral Attendants,5,2020-2024,110.0,35820.0,34564.0,-0.07281553398058252,-0.018723187272016606
39-4031,"Morticians, Undertakers, and Funeral Arrangers",5,2020-2024,114.0,45148.0,38524.0,0.07480835315886862,0.018199215887248377
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",5,2020-2024,1046.0,41640.0,35946.0,0.3205967024339178,0.07199448756496252
39-5092,Manicurists and Pedicurists,4,2021-2024,112.5,31712.5,26672.5,0.20090293453724606,0.0629250332281781
39-5094,Skincare Specialists,5,2020-2024,186.0,50986.666666666664,45450.0,,
39-6011,Baggage Porters and Bellhops,5,2020-2024,926.0,37078.0,32390.0,0.22406277244986922,0.051843003397067156
39-6012,Concierges,5,2020-2024,516.0,48454.0,48516.0,0.36857280153772226,0.08160074114285365
39-7010,Tour and Travel Guides,5,2020-2024,940.0,39666.0,37890.0,0.426928895612708,0.09295072664695003
39-9011,Childcare Workers,5,2020-2024,1568.0,32218.0,31316.0,0.2999281609195402,0.06777522032639904
39-9031,Exercise Trainers and Group Fitness Instructors,5,2020-2024,878.0,50382.0,47270.0,0.17209302325581396,0.040496252119910814
39-9032,Recreation Workers,5,2020-2024,1604.0,35522.0,32204.0,0.10953530476765239,0.026325882749414387
39-9041,Residential Advisors,5,2020-2024,614.0,33932.0,31530.0,0.06339888464925154,0.015486256590413916
39-9099,"Personal Care and Service Workers, All Other",4,2021-2024,700.0,35730.0,33205.0,0.4600484261501211,0.1344597365731539
41-1011,First-Line Supervisors of Retail Sales Workers,5,2020-2024,5664.0,54184.0,50164.0,0.15296215573608085,0.03622427760128799
41-1012,First-Line Supervisors of Non-Retail Sales Workers,5,2020-2024,968.0,77656.0,69024.0,-0.019733260751224824,-0.004970247600361799
41-2011,Cashiers,5,2020-2024,13158.0,32480.0,30860.0,0.24752475247524752,0.05684742316911473
41-2021,Counter and Rental Clerks,5,2020-2024,1500.0,45370.0,38508.0,0.2841543930929406,0.06452118920988181
41-2022,Parts Salespersons,5,2020-2024,764.0,44506.0,39984.0,0.20905923344947736,0.04860492831677443
41-2031,Retail Salespersons,5,2020-2024,17728.0,37548.0,33126.0,0.1417233560090703,0.03368977736292478
41-3011,Advertising Sales Agents,5,2020-2024,314.0,64834.0,55546.0,0.034930950446791224,0.008620622879968565
41-3021,Insurance Sales Agents,5,2020-2024,912.0,67508.0,56220.0,0.054224270353302614,0.013288823823047524
41-3031,"Securities, Commodities, and Financial Services Sales Agents",5,2020-2024,606.0,83532.0,58076.0,0.23426400132165867,0.054027678826985115
41-3041,Travel Agents,5,2020-2024,390.0,43056.0,40168.0,-0.16557305336832895,-0.04424389645914828
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",5,2020-2024,3324.0,69460.0,59046.0,0.006232787360487027,0.0015545680589901245
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",5,2020-2024,602.0,108064.0,103478.0,0.4174568719296241,0.09113242906358288
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",5,2020-2024,3134.0,65730.0,54532.0,0.28338430173292556,0.06436155828983692
41-9011,Demonstrators and Product Promoters,5,2020-2024,218.0,36470.0,35252.0,0.4708362614195362,0.10126308603413836
41-9021,Real Estate Brokers,5,2020-2024,313.3333333333333,79930.0,47220.0,0.10930828351836037,0.026273379763979143
41-9022,Real Estate Sales Agents,5,2020-2024,648.0,62396.0,55634.0,-0.1586474204758086,-0.042266877040250894
41-9031,Sales Engineers,3,2020-2024,53.333333333333336,76160.0,61210.0,,
41-9041,Telemarketers,4,2020-2023,67.5,34437.5,28200.0,0.5421822272215973,0.15534555535063221
41-9099,"Sales and Related Workers, All Other",5,2020-2024,224.0,40622.5,33572.5,,
43-1011,First-Line Supervisors of Office and Administrative Support Workers,5,2020-2024,8914.0,62400.0,60586.0,0.12186978297161936,0.02916643234184746
43-2011,"Switchboard Operators, Including Answering Service",5,2020-2024,352.0,47670.0,48532.0,0.399801340948597,0.08771871587758229
43-2021,Telephone Operators,5,2020-2024,92.0,48914.0,47780.0,0.4169169169169169,0.09102850233808857
43-3011,Bill and Account Collectors,5,2020-2024,274.0,46596.0,45420.0,0.20302171860245516,0.047293400811433184
43-3021,Billing and Posting Clerks,5,2020-2024,1144.0,48610.0,47978.0,0.13530927835051546,0.032234919612932345
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",5,2020-2024,5542.0,47484.0,46342.0,0.11916046039268788,0.02854450797532082
43-3051,Payroll and Timekeeping Clerks,5,2020-2024,568.0,55986.0,53986.0,0.17726016581129095,0.04164111157440953
43-3061,Procurement Clerks,5,2020-2024,420.0,48578.0,48130.0,0.1373017597219205,0.032687518012937344
43-3071,Tellers,5,2020-2024,1796.0,38852.0,37564.0,0.16520065970313358,0.038963236624085074
43-3099,"Financial Clerks, All Other",5,2020-2024,206.0,48120.0,46220.0,0.15071992568509057,0.03572010892928357
43-4011,Brokerage Clerks,5,2020-2024,84.0,56984.0,56208.0,0.19299552906110284,0.045104467026080064
43-4031,"Court, Municipal, and License Clerks",5,2020-2024,514.0,52004.0,50088.0,0.12051125989044431,0.02885472466253436
43-4051,Customer Service Representatives,5,2020-2024,7908.0,42154.0,38404.0,0.13512833417211878,0.032193788075662644
43-4061,"Eligibility Interviewers, Government Programs",5,2020-2024,674.0,51874.0,49166.0,0.10337258032328876,0.024897766734235383
43-4071,File Clerks,5,2020-2024,242.0,42038.0,42046.0,0.17336309523809523,0.04077800631096684
43-4081,"Hotel, Motel, and Resort Desk Clerks",5,2020-2024,2288.0,51734.0,53044.0,0.23256316130425395,0.053664373325333026
43-4111,"Interviewers, Except Eligibility and Loan",4,2020-2024,116.66666666666667,37580.0,36377.5,0.051713947990543734,0.012685072749899717
43-4121,"Library Assistants, Clerical",4,2021-2024,265.0,36475.0,36282.5,-0.018734033494181096,-0.00628408483468168
43-4131,Loan Interviewers and Clerks,5,2020-2024,770.0,50344.0,48252.0,0.1335989932885906,0.031845947596660595
43-4141,New Accounts Clerks,5,2020-2024,158.0,43574.0,42182.0,0.35975282106394413,0.07985387764214757
43-4151,Order Clerks,5,2020-2024,294.0,38374.0,35974.0,0.12299196787148595,0.02942369973712955
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",5,2020-2024,580.0,44584.0,44196.0,0.17462221156152555,0.04105710439545551
43-4171,Receptionists and Information Clerks,5,2020-2024,3590.0,38116.0,36542.0,0.1673284174702212,0.03943722148360074
